landlord,country_code,city,state,zip,review,repair,health,stability,privacy,respect,date_added,flagged,flagged_reason,admin_approved,admin_edited
LEVEY MILLER MARETZ,US,BRANFORD,CONNECTICUT,06405,"After years of a ""good relationship"" with this company, when things went south for the landlord, they treated us like trash. We never missed a payment, were model tenants and were helpful whenever contacted by the agency... but when there was an oil leak in the basement (which we do not have access to) and the building was nearly condemned, we were treated like villains. They were highly disrespectful and insinuated the leak was somehow our fault. The smell from the oil was so potent and intense I couldn't be in the apartment for more than 10 minutes without wanting to throw up. They threatened to keep our deposit if we moved out and only after I threatened legal action did the agency back off and let us go with our money. The property was unlivable! What on earth do they expect from us?! We lived there for years. I knew and was friendly everyone in their home office as I dropped off rent in person every month. After all of that to then be spat in the face by these snakes makes my blood boil. Beware when renting from these people. Even if you do everything right, you could regret it.",1,1,4,4,1,2023-04-19T01:55:19.784Z,false,,,false
NEXUS REAL ESTATE,US,PITTSBURGH,PENNSYLVANIA,15205,Mold. Leaks. Screw in breakers. Broken stairs. Broken security door. Threatening emails.,1,1,4,1,1,2023-04-19T01:58:54.144Z,false,,,false
85 4TH AVENUE LLC,US,BROOKLYN,NEW YORK,11217,Is fine leaving tenants with a half-working boiler for heat/hot water. Was caught on camera entering my apartment while I was away a few months after I moved in.,1,1,3,1,1,2023-04-19T02:04:10.309Z,false,,,false
NANCY PARAS,US,PITTSBURGH,PENNSYLVANIA,15232,"Nancy used to be better about repairs prior to covid. Now however it takes time and is often not done right the first time and so we either just do the repairs ourselves or having to wait longer if it's something major. She will reimburse you if you fix it, and take a few bucks off rent for the next month (think $20). Repairs may take awhile, and sometimes need attention a couple of times, but we don't have issues with pests, mold, etc and takes reports of things like that very seriously. Windows are brand new, and apartment is insulated well, which seems to be a thing you don't often find. Our apartment stays comfortable year around, minus the fact she runs the heat too hot in the winter. She's extremely respectful and respects privacy. If she raises rent it's usually about $25/yr, and most of her units include utilities in rent. Overall no complaints other than I wish appliances were not so old and I wish things were repaired swiftly and correctly the first time.",2,4,4,4,5,2023-04-19T02:08:15.623Z,false,,,false
11 BELDEN PLACE,US,SAN FRANCISCO,CALIFORNIA,94104,"Do not rent from here unless you are really desperate. I've been living here for a long time and didn't have any issues until the new landlord took over. She is racist and rude to her own people (Asian). Apartment is very dirty and things like the stoves, elevator, and boiler gets broken often. This bitch holds a grudge so DO NOT ever put her name down as a reference because she will talk shit about you even if you are a good tenant. Run faaaar away from renting here, the cheap rent is not worth it.",1,1,1,1,1,2023-04-19T02:16:41.158Z,false,,,false
ANNIE FITZPATRICK / THE METRO GROUP,US,ROCHESTER,NEW YORK,14607,"Best rental experience I've ever had. Professional, kind, courteous, and great communication. Proactive notification of anything in the property needs servicing, always prompt with repairs or maintenance. Rent increases have been few and small. A pleasure to rent from.",5,5,5,5,5,2023-04-19T02:20:15.148Z,false,,,false
EQ REALTY,US,AUSTIN,TEXAS,78738,"Oh gosh. The staff are nice enough folks, but the company (blaming the owner) cheap out on everything. This house is 30 years old and most of the fixtures are original. Sprinkler system has leaked for two years. Windows have tape over the gaps between the frames, installed only after repeated requests to actually fix them but at least stop the bugs and dirt from getting in. Every fix requires me to follow up three times-never any communication i dont initiate.",1,2,5,5,3,2023-04-19T02:29:07.483Z,false,,,false
BRUCE VENTURELLI,US,SANTA BARBARA,CALIFORNIA,93110,"We had rented the unit for a number of years, were prompt in paying rent, and kept the interiors in good shape. Landlord decided to serve our family with a 60-day notice to vacate the property after deciding their adult son was a better fit for the unit than we were. Landlord enjoys mansplaining, and would randomly appear on the property without giving us notice and putter around. I would rate the upkeep of this property as ""doing the bare minimum"", aka letting water flow into the crawl space after the shower plumbing was damaged by a landlord DIY sewer line repair, and instead of immediately sending a plumber to solve the issue, instead told us to ""take quick showers"". Sigh.",2,3,2,2,2,2023-04-19T02:39:36.420Z,false,,,false
KAREN LACKS REAL ESTATE,US,SANTA BARBARA,CALIFORNIA,93067,"We rented an apartment in a complex managed by the Karen Lacks Real Estate company. They kept the complex in good shape, and were easy to deal with. Our unit was a bit older, had some worn carpet issues, and the windows didn't shut completely, but in general the unit was fine. After moving out, we received our full deposit back with no hassle. Would rent from again.",4,5,5,5,5,2023-04-19T02:53:58.482Z,false,,,false
SULLIVAN AND COMPANY,US,BROOKLINE,MASSACHUSETTS,02446,"Awful maintenance. A leak from upstairs was never fixed, they’d come paint the ceiling whenever we complained. We had a sudden pouring of brown water in our kitchen one night, they didn’t want to send maintenance after hours and told us to talk to the people above us (who had nothing wrong in their apartment). We had mice they did nothing about. We had cockroaches they would send someone once a month which wasn’t enough. The heat rusted through the pipes and they wouldn’t fix it. The system had such bad hammers you could hear it outside with the windows closed.",1,1,3,3,3,2023-04-19T02:58:45.428Z,false,,,false
HL PROPERTY MANAGEMENT,US,SAN RAFAEL,CALIFORNIA,94901,"Welcome to HL property management, we don’t care and it shows!
They we’re fine with a crackhead living in our building for two years and never evicted him despite multiple arrests in the building, he only left the building when he went to Jail for home invasion.
Expect repairs to take 2 months minimum, if they are done at all.",1,1,1,4,1,2023-04-19T03:04:37.345Z,false,,,false
ALBERT CORPORATION,US,BROOKLINE,MASSACHUSETTS,02446,"The property managers ignore complaints unless they receive multiple at the same time. For example, if it’s 55 degrees in the winter, they won’t send someone to check the heat unless a second unit complains. They also gaslight, and will say they’ve received no other complaints so it must be a unit-specific problem (and thus not their responsibility), when separate units clearly screenshot and share their individual complaints (which of course were also dismissed). Specifically, Norm uses every excuse in the book to not do a thing. The only time a problem got solved was after threatening a complaint with the board of health.",5,3,5,5,1,2023-04-19T03:05:15.254Z,false,,,false
